max_temp_celsius,min_temp_celsius,feat_poverty_rate,feat_unemployment_rate,feat_median_hh_income,feat_total_population,overall_homeless,unsheltered_homeless,hri_value
30.4,3.0,0.13487497,0.064024887,86771.0,51097595,75124,33971,90
20.8,-12.1,0.122209383,0.062331384,71354.25,50970442,72707,9836,58
28.8,4.6,0.122209383,0.062331384,71354.25,50970442,40578,17912,21
20.7,1.2,0.120613729,0.061154306,68955.0,50728272,41645,18141,6
19.0,-6.4,0.143754067,0.066437857,89433.75,51296062,211600,140401,178
31.5,7.9,0.143754067,0.066437857,89433.75,51296062,40578,17912,69
40.7,21.9,0.127143061,0.063729376,82736.5,51083792,27006,8345,80
26.8,4.9,0.120455594,0.059930489,65780.75,50440323,154765,102050,16
36.6,14.6,0.13487497,0.064024887,86771.0,51097595,75124,33971,364
26.7,5.0,0.127143061,0.063729376,82736.5,51083792,224813,141325,27
30.1,10.0,0.123822999,0.062661603,75925.25,51047292,154765,102050,19
34.2,13.9,0.13487497,0.064024887,86771.0,51097595,49612,15618,20
23.3,1.7,0.123822999,0.062661603,75925.25,51047292,14459,3536,13
43.3,20.2,0.143754067,0.066437857,89433.75,51296062,38691,15373,210
10.9,-12.9,0.13487497,0.064024887,86771.0,51097595,38691,15373,3
38.4,6.5,0.122209383,0.062331384,71354.25,50970442,154765,102050,143
23.4,6.1,0.143754067,0.066437857,89433.75,51296062,175741,121175,15
15.7,-7.0,0.122209383,0.062331384,71354.25,50970442,69137,26627,5
36.3,17.4,0.122209383,0.062331384,71354.25,50970442,211600,140401,12
28.0,14.5,0.122209383,0.062331384,71354.25,50970442,14459,3536,79
12.1,-12.4,0.127143061,0.063729376,82736.5,51083792,67013,25395,1
40.1,17.5,0.123822999,0.062661603,75925.25,51047292,79024,39158,143
25.1,-0.9,0.127143061,0.063729376,82736.5,51083792,67013,25395,102
19.8,-8.9,0.120455594,0.059930489,65780.75,50440323,41645,18141,6
31.7,10.4,0.143754067,0.066437857,89433.75,51296062,14459,3536,28
36.5,10.8,0.13487497,0.064024887,86771.0,51097595,49612,15618,215
17.0,-2.7,0.122209383,0.062331384,71354.25,50970442,27006,8345,0
24.2,1.7,0.127143061,0.063729376,82736.5,51083792,40578,17912,4
33.7,3.7,0.123822999,0.062661603,75925.25,51047292,69137,26627,478
19.9,-8.8,0.127143061,0.063729376,82736.5,51083792,68248,26140,6
36.4,13.5,0.13487497,0.064024887,86771.0,51097595,224813,141325,30
31.6,3.0,0.127143061,0.063729376,82736.5,51083792,49612,15618,366
33.3,11.4,0.127143061,0.063729376,82736.5,51083792,72707,9836,131
26.3,1.9,0.123822999,0.062661603,75925.25,51047292,224813,141325,14
30.8,9.9,0.120613729,0.061154306,68955.0,50728272,199746,131708,0
14.3,-13.0,0.13487497,0.064024887,86771.0,51097595,70087,31698,7
30.7,10.3,0.122209383,0.062331384,71354.25,50970442,49612,15618,81
14.6,-5.3,0.122209383,0.062331384,71354.25,50970442,37503,14843,4
20.3,-7.6,0.13487497,0.064024887,86771.0,51097595,75124,33971,24
25.8,2.4,0.120613729,0.061154306,68955.0,50728272,13240,1956,41
6.6,-20.1,0.120455594,0.059930489,65780.75,50440323,13269,2606,7
32.7,10.7,0.143754067,0.066437857,89433.75,51296062,79024,39158,35
17.6,-6.5,0.120455594,0.059930489,65780.75,50440323,69137,26627,7
26.7,-4.1,0.13487497,0.064024887,86771.0,51097595,154765,102050,9
30.0,10.7,0.127143061,0.063729376,82736.5,51083792,13269,2606,104
26.4,5.4,0.13487497,0.064024887,86771.0,51097595,38691,15373,144
20.0,7.7,0.143754067,0.066437857,89433.75,51296062,75124,33971,14
14.0,-6.4,0.120455594,0.059930489,65780.75,50440323,40578,17912,2
35.6,12.3,0.122209383,0.062331384,71354.25,50970442,13054,1749,171
24.4,-1.0,0.122209383,0.062331384,71354.25,50970442,211600,140401,19
26.8,3.2,0.120455594,0.059930489,65780.75,50440323,11198,1737,4
13.7,-1.4,0.120613729,0.061154306,68955.0,50728272,186675,127722,7
34.0,13.0,0.13487497,0.064024887,86771.0,51097595,175741,121175,205
19.3,-1.6,0.120613729,0.061154306,68955.0,50728272,79024,39158,4
25.9,6.6,0.13487497,0.064024887,86771.0,51097595,13054,1749,201
24.0,2.3,0.122209383,0.062331384,71354.25,50970442,13269,2606,20
9.9,-19.1,0.13487497,0.064024887,86771.0,51097595,38691,15373,2
27.3,-1.4,0.120613729,0.061154306,68955.0,50728272,40578,17912,36
25.9,1.6,0.122209383,0.062331384,71354.25,50970442,14027,2921,211
43.3,27.6,0.127143061,0.063729376,82736.5,51083792,11198,1737,507
29.4,14.0,0.120455594,0.059930489,65780.75,50440323,40033,16107,15
16.4,-11.4,0.123822999,0.062661603,75925.25,51047292,49612,15618,2
35.6,12.8,0.127143061,0.063729376,82736.5,51083792,11198,1737,163
34.8,21.8,0.123822999,0.062661603,75925.25,51047292,41645,18141,312
16.3,-5.0,0.122209383,0.062331384,71354.25,50970442,41645,18141,6
28.4,1.2,0.127143061,0.063729376,82736.5,51083792,41645,18141,16
20.7,-3.3,0.143754067,0.066437857,89433.75,51296062,49612,15618,132
39.1,23.9,0.127143061,0.063729376,82736.5,51083792,186675,127722,180
29.4,1.5,0.122209383,0.062331384,71354.25,50970442,49612,15618,420
43.3,20.2,0.127143061,0.063729376,82736.5,51083792,70087,31698,156
20.4,0.0,0.120613729,0.061154306,68955.0,50728272,14459,3536,17
27.7,5.7,0.123822999,0.062661603,75925.25,51047292,14459,3536,116
25.4,4.3,0.13487497,0.064024887,86771.0,51097595,13054,1749,12
27.2,12.5,0.123822999,0.062661603,75925.25,51047292,175741,121175,273
18.2,-3.4,0.143754067,0.066437857,89433.75,51296062,13054,1749,0
29.9,1.4,0.143754067,0.066437857,89433.75,51296062,70087,31698,99
38.5,17.9,0.120455594,0.059930489,65780.75,50440323,37503,14843,151
26.9,3.8,0.120455594,0.059930489,65780.75,50440323,11198,1737,117
17.3,-13.3,0.123822999,0.062661603,75925.25,51047292,13269,2606,4
24.7,8.9,0.120613729,0.061154306,68955.0,50728272,67013,25395,40
31.8,7.9,0.122209383,0.062331384,71354.25,50970442,15456,4053,370
35.5,16.1,0.127143061,0.063729376,82736.5,51083792,13269,2606,326
31.5,9.5,0.123822999,0.062661603,75925.25,51047292,224813,141325,20
21.3,-8.5,0.143754067,0.066437857,89433.75,51296062,79024,39158,86
26.8,8.0,0.143754067,0.066437857,89433.75,51296062,41645,18141,1
15.3,-0.9,0.13487497,0.064024887,86771.0,51097595,14459,3536,26
40.3,22.7,0.127143061,0.063729376,82736.5,51083792,68248,26140,1091
23.9,0.7,0.123822999,0.062661603,75925.25,51047292,37503,14843,8
25.6,1.8,0.123822999,0.062661603,75925.25,51047292,41645,18141,20
21.0,2.8,0.13487497,0.064024887,86771.0,51097595,44337,19689,42
16.8,-6.0,0.127143061,0.063729376,82736.5,51083792,69137,26627,24
16.4,0.2,0.143754067,0.066437857,89433.75,51296062,211600,140401,157
24.7,1.2,0.13487497,0.064024887,86771.0,51097595,40578,17912,6
11.5,-8.7,0.143754067,0.066437857,89433.75,51296062,67013,25395,2
20.9,1.6,0.143754067,0.066437857,89433.75,51296062,49612,15618,22
23.0,-3.0,0.13487497,0.064024887,86771.0,51097595,67013,25395,23
43.3,27.7,0.123822999,0.062661603,75925.25,51047292,41645,18141,162
24.9,-5.9,0.122209383,0.062331384,71354.25,50970442,49612,15618,1
29.2,1.1,0.120455594,0.059930489,65780.75,50440323,69137,26627,21
32.2,4.6,0.122209383,0.062331384,71354.25,50970442,37503,14843,63
37.7,13.1,0.122209383,0.062331384,71354.25,50970442,69137,26627,21
22.0,-2.0,0.122209383,0.062331384,71354.25,50970442,175741,121175,22
16.1,-3.1,0.127143061,0.063729376,82736.5,51083792,49612,15618,23
22.7,6.5,0.120455594,0.059930489,65780.75,50440323,13054,1749,18
32.7,11.0,0.120455594,0.059930489,65780.75,50440323,14027,2921,113
12.5,-10.5,0.143754067,0.066437857,89433.75,51296062,186675,127722,18
26.3,3.8,0.127143061,0.063729376,82736.5,51083792,75124,33971,74
14.5,-2.1,0.13487497,0.064024887,86771.0,51097595,224813,141325,4
30.7,2.4,0.123822999,0.062661603,75925.25,51047292,68248,26140,285
23.5,-4.2,0.123822999,0.062661603,75925.25,51047292,13054,1749,13
31.9,2.2,0.123822999,0.062661603,75925.25,51047292,211600,140401,150
16.2,1.4,0.143754067,0.066437857,89433.75,51296062,49612,15618,7
30.3,7.8,0.143754067,0.066437857,89433.75,51296062,67013,25395,279
23.5,2.9,0.122209383,0.062331384,71354.25,50970442,41645,18141,19
30.3,8.3,0.13487497,0.064024887,86771.0,51097595,13269,2606,25
16.5,-5.0,0.13487497,0.064024887,86771.0,51097595,68248,26140,6
29.2,3.4,0.123822999,0.062661603,75925.25,51047292,199746,131708,0
32.7,4.5,0.123822999,0.062661603,75925.25,51047292,69137,26627,245
43.3,25.7,0.122209383,0.062331384,71354.25,50970442,13054,1749,787
32.2,13.1,0.123822999,0.062661603,75925.25,51047292,69137,26627,49
28.4,8.6,0.122209383,0.062331384,71354.25,50970442,79024,39158,41
38.6,7.0,0.120613729,0.061154306,68955.0,50728272,14459,3536,437
21.4,-7.4,0.122209383,0.062331384,71354.25,50970442,41645,18141,11
43.0,18.2,0.120613729,0.061154306,68955.0,50728272,75124,33971,165
26.2,-2.4,0.13487497,0.064024887,86771.0,51097595,40033,16107,43
19.0,-9.0,0.143754067,0.066437857,89433.75,51296062,44337,19689,6
28.5,12.3,0.120613729,0.061154306,68955.0,50728272,14027,2921,60
19.4,-3.9,0.127143061,0.063729376,82736.5,51083792,75124,33971,10
0.9,-18.7,0.143754067,0.066437857,89433.75,51296062,49612,15618,1
28.1,6.3,0.13487497,0.064024887,86771.0,51097595,13269,2606,10
23.6,1.7,0.120455594,0.059930489,65780.75,50440323,68248,26140,6
28.6,11.0,0.123822999,0.062661603,75925.25,51047292,79024,39158,120
16.9,-6.7,0.127143061,0.063729376,82736.5,51083792,41645,18141,8
28.0,7.0,0.143754067,0.066437857,89433.75,51296062,44337,19689,22
23.1,9.6,0.123822999,0.062661603,75925.25,51047292,69137,26627,15
17.2,-13.6,0.120455594,0.059930489,65780.75,50440323,224813,141325,10
11.8,-9.3,0.13487497,0.064024887,86771.0,51097595,199746,131708,8
29.5,-2.8,0.123822999,0.062661603,75925.25,51047292,40578,17912,129
31.9,6.7,0.143754067,0.066437857,89433.75,51296062,154765,102050,142
30.3,6.6,0.13487497,0.064024887,86771.0,51097595,13240,1956,154
15.7,-10.4,0.120455594,0.059930489,65780.75,50440323,37503,14843,6
43.3,25.4,0.13487497,0.064024887,86771.0,51097595,70087,31698,344
20.8,-3.0,0.127143061,0.063729376,82736.5,51083792,38691,15373,101
27.2,1.4,0.13487497,0.064024887,86771.0,51097595,41645,18141,10
25.6,-4.6,0.127143061,0.063729376,82736.5,51083792,72707,9836,123
22.0,1.6,0.120455594,0.059930489,65780.75,50440323,67013,25395,121
19.0,-1.5,0.127143061,0.063729376,82736.5,51083792,11198,1737,36
10.7,-10.9,0.123822999,0.062661603,75925.25,51047292,70087,31698,3
39.7,13.1,0.120613729,0.061154306,68955.0,50728272,13240,1956,180
23.0,5.4,0.120455594,0.059930489,65780.75,50440323,72707,9836,27
19.9,-0.8,0.13487497,0.064024887,86771.0,51097595,14459,3536,6
41.9,24.1,0.122209383,0.062331384,71354.25,50970442,14459,3536,261
33.3,11.2,0.13487497,0.064024887,86771.0,51097595,199746,131708,97
12.4,-6.9,0.127143061,0.063729376,82736.5,51083792,199746,131708,2
25.9,4.5,0.122209383,0.062331384,71354.25,50970442,186675,127722,7
32.3,9.0,0.143754067,0.066437857,89433.75,51296062,75124,33971,105
26.8,7.1,0.143754067,0.066437857,89433.75,51296062,68248,26140,82
28.9,2.4,0.127143061,0.063729376,82736.5,51083792,69137,26627,241
19.1,-3.7,0.13487497,0.064024887,86771.0,51097595,13269,2606,125
18.8,-2.7,0.122209383,0.062331384,71354.25,50970442,13054,1749,13
36.5,21.1,0.127143061,0.063729376,82736.5,51083792,154765,102050,181
20.7,-3.9,0.127143061,0.063729376,82736.5,51083792,49612,15618,18
27.2,2.6,0.13487497,0.064024887,86771.0,51097595,79024,39158,40
25.0,-4.8,0.123822999,0.062661603,75925.25,51047292,13240,1956,6
24.6,5.4,0.123822999,0.062661603,75925.25,51047292,13269,2606,18
26.2,3.6,0.13487497,0.064024887,86771.0,51097595,15456,4053,593
34.2,7.4,0.123822999,0.062661603,75925.25,51047292,67013,25395,231
43.3,20.7,0.123822999,0.062661603,75925.25,51047292,14027,2921,365
32.4,5.7,0.123822999,0.062661603,75925.25,51047292,211600,140401,376
34.9,10.4,0.123822999,0.062661603,75925.25,51047292,199746,131708,153
34.4,7.2,0.123822999,0.062661603,75925.25,51047292,13054,1749,98
35.1,11.4,0.127143061,0.063729376,82736.5,51083792,224813,141325,190
34.6,18.8,0.13487497,0.064024887,86771.0,51097595,14027,2921,270
27.2,13.3,0.120613729,0.061154306,68955.0,50728272,68248,26140,612
23.7,8.8,0.127143061,0.063729376,82736.5,51083792,175741,121175,160
12.6,-5.8,0.13487497,0.064024887,86771.0,51097595,154765,102050,16
17.9,1.0,0.127143061,0.063729376,82736.5,51083792,40578,17912,2
23.2,6.8,0.13487497,0.064024887,86771.0,51097595,224813,141325,48
38.7,14.9,0.13487497,0.064024887,86771.0,51097595,68248,26140,75
31.0,0.6,0.127143061,0.063729376,82736.5,51083792,13054,1749,72
24.9,2.0,0.120613729,0.061154306,68955.0,50728272,14027,2921,20
23.6,0.3,0.143754067,0.066437857,89433.75,51296062,186675,127722,127
18.9,-0.5,0.120613729,0.061154306,68955.0,50728272,38691,15373,25
31.4,6.7,0.122209383,0.062331384,71354.25,50970442,13054,1749,22
41.2,11.6,0.123822999,0.062661603,75925.25,51047292,72707,9836,241
27.3,7.6,0.13487497,0.064024887,86771.0,51097595,14027,2921,56
21.4,4.5,0.13487497,0.064024887,86771.0,51097595,44337,19689,7
30.3,3.7,0.122209383,0.062331384,71354.25,50970442,186675,127722,56
14.5,-10.0,0.120613729,0.061154306,68955.0,50728272,37503,14843,30
-1.6,-20.9,0.13487497,0.064024887,86771.0,51097595,13269,2606,5
22.8,-4.3,0.127143061,0.063729376,82736.5,51083792,186675,127722,19
27.1,11.6,0.123822999,0.062661603,75925.25,51047292,211600,140401,61
18.3,-3.7,0.143754067,0.066437857,89433.75,51296062,14027,2921,23
20.5,0.1,0.127143061,0.063729376,82736.5,51083792,154765,102050,3
18.5,2.5,0.127143061,0.063729376,82736.5,51083792,175741,121175,265
29.7,2.3,0.120613729,0.061154306,68955.0,50728272,14027,2921,86
19.3,-4.8,0.143754067,0.066437857,89433.75,51296062,175741,121175,8
22.6,1.4,0.143754067,0.066437857,89433.75,51296062,27006,8345,13
40.9,19.3,0.127143061,0.063729376,82736.5,51083792,72707,9836,284
29.1,4.7,0.143754067,0.066437857,89433.75,51296062,13054,1749,181
28.1,7.5,0.13487497,0.064024887,86771.0,51097595,44337,19689,29
27.0,6.0,0.13487497,0.064024887,86771.0,51097595,38691,15373,40
29.3,0.5,0.127143061,0.063729376,82736.5,51083792,211600,140401,0
38.5,9.3,0.13487497,0.064024887,86771.0,51097595,211600,140401,1164
20.1,-5.1,0.120455594,0.059930489,65780.75,50440323,70087,31698,5
19.6,-5.3,0.122209383,0.062331384,71354.25,50970442,38691,15373,4
22.7,-2.3,0.143754067,0.066437857,89433.75,51296062,68248,26140,208
43.3,21.0,0.120613729,0.061154306,68955.0,50728272,38691,15373,434
14.9,-4.2,0.143754067,0.066437857,89433.75,51296062,13269,2606,0
31.4,11.7,0.122209383,0.062331384,71354.25,50970442,49612,15618,13
18.4,-7.4,0.120455594,0.059930489,65780.75,50440323,15456,4053,8
28.6,3.3,0.120613729,0.061154306,68955.0,50728272,175741,121175,0
23.2,-0.1,0.120613729,0.061154306,68955.0,50728272,186675,127722,138
11.8,-8.5,0.13487497,0.064024887,86771.0,51097595,70087,31698,66
25.4,-6.3,0.123822999,0.062661603,75925.25,51047292,37503,14843,14
43.2,14.5,0.123822999,0.062661603,75925.25,51047292,211600,140401,374
27.9,1.6,0.120613729,0.061154306,68955.0,50728272,14459,3536,23
2.1,-15.8,0.123822999,0.062661603,75925.25,51047292,13240,1956,0
18.0,-4.8,0.143754067,0.066437857,89433.75,51296062,199746,131708,174
32.1,13.3,0.123822999,0.062661603,75925.25,51047292,37503,14843,244
-0.9,-24.5,0.120455594,0.059930489,65780.75,50440323,68248,26140,0
17.0,-3.5,0.120455594,0.059930489,65780.75,50440323,199746,131708,4
25.3,0.3,0.120613729,0.061154306,68955.0,50728272,40033,16107,57
32.7,4.9,0.120613729,0.061154306,68955.0,50728272,79024,39158,41
21.9,-2.6,0.143754067,0.066437857,89433.75,51296062,211600,140401,34
22.4,1.0,0.120613729,0.061154306,68955.0,50728272,44337,19689,8
29.7,-4.8,0.122209383,0.062331384,71354.25,50970442,224813,141325,9
27.1,5.4,0.143754067,0.066437857,89433.75,51296062,72707,9836,960
28.7,2.0,0.122209383,0.062331384,71354.25,50970442,49612,15618,246
25.8,-1.5,0.120455594,0.059930489,65780.75,50440323,40033,16107,137
33.2,4.7,0.143754067,0.066437857,89433.75,51296062,11198,1737,35
36.5,14.5,0.143754067,0.066437857,89433.75,51296062,211600,140401,339
26.6,5.6,0.127143061,0.063729376,82736.5,51083792,14459,3536,338
20.0,6.8,0.143754067,0.066437857,89433.75,51296062,79024,39158,227
24.4,-3.2,0.127143061,0.063729376,82736.5,51083792,11198,1737,14
43.1,19.1,0.143754067,0.066437857,89433.75,51296062,14027,2921,315
10.9,-9.2,0.120613729,0.061154306,68955.0,50728272,14027,2921,115
24.7,-0.2,0.120455594,0.059930489,65780.75,50440323,49612,15618,90
29.3,8.0,0.13487497,0.064024887,86771.0,51097595,14027,2921,236
14.2,-14.9,0.122209383,0.062331384,71354.25,50970442,75124,33971,0
33.0,13.7,0.13487497,0.064024887,86771.0,51097595,199746,131708,16
10.1,-16.4,0.13487497,0.064024887,86771.0,51097595,79024,39158,2
21.2,-4.3,0.123822999,0.062661603,75925.25,51047292,37503,14843,92
32.5,16.3,0.13487497,0.064024887,86771.0,51097595,175741,121175,516
33.4,7.0,0.120455594,0.059930489,65780.75,50440323,44337,19689,265
27.4,15.0,0.127143061,0.063729376,82736.5,51083792,211600,140401,25
31.5,1.7,0.123822999,0.062661603,75925.25,51047292,40033,16107,74
30.4,2.4,0.122209383,0.062331384,71354.25,50970442,13269,2606,27
14.3,-5.1,0.123822999,0.062661603,75925.25,51047292,40033,16107,2
17.8,-4.7,0.127143061,0.063729376,82736.5,51083792,75124,33971,4
31.5,1.9,0.123822999,0.062661603,75925.25,51047292,75124,33971,26
30.6,3.7,0.122209383,0.062331384,71354.25,50970442,75124,33971,162
22.2,3.7,0.120455594,0.059930489,65780.75,50440323,40033,16107,24
26.6,4.7,0.122209383,0.062331384,71354.25,50970442,11198,1737,173
28.3,2.3,0.123822999,0.062661603,75925.25,51047292,211600,140401,4
25.2,4.2,0.122209383,0.062331384,71354.25,50970442,14027,2921,59
20.6,-4.1,0.143754067,0.066437857,89433.75,51296062,27006,8345,8
14.0,-14.5,0.127143061,0.063729376,82736.5,51083792,13240,1956,3
29.2,14.3,0.143754067,0.066437857,89433.75,51296062,38691,15373,134
23.6,0.7,0.122209383,0.062331384,71354.25,50970442,40033,16107,103
11.4,-10.6,0.127143061,0.063729376,82736.5,51083792,211600,140401,8
31.6,3.1,0.122209383,0.062331384,71354.25,50970442,69137,26627,31
30.8,5.3,0.120613729,0.061154306,68955.0,50728272,40033,16107,74
43.1,19.1,0.120613729,0.061154306,68955.0,50728272,199746,131708,973
28.7,20.5,0.143754067,0.066437857,89433.75,51296062,67013,25395,128
10.3,-15.2,0.143754067,0.066437857,89433.75,51296062,40578,17912,2
22.7,1.5,0.143754067,0.066437857,89433.75,51296062,38691,15373,18
28.3,2.9,0.122209383,0.062331384,71354.25,50970442,175741,121175,536
39.8,15.4,0.127143061,0.063729376,82736.5,51083792,38691,15373,607
8.5,-15.3,0.143754067,0.066437857,89433.75,51296062,79024,39158,3
31.5,14.8,0.143754067,0.066437857,89433.75,51296062,38691,15373,70
32.6,10.0,0.123822999,0.062661603,75925.25,51047292,13240,1956,32
31.1,11.8,0.127143061,0.063729376,82736.5,51083792,13054,1749,276
23.4,1.7,0.122209383,0.062331384,71354.25,50970442,69137,26627,7
32.0,12.5,0.13487497,0.064024887,86771.0,51097595,44337,19689,581
39.3,8.7,0.143754067,0.066437857,89433.75,51296062,186675,127722,891
23.7,-1.5,0.120613729,0.061154306,68955.0,50728272,40033,16107,6
18.9,-12.0,0.13487497,0.064024887,86771.0,51097595,79024,39158,1
27.4,-3.3,0.143754067,0.066437857,89433.75,51296062,11198,1737,62
30.5,6.7,0.123822999,0.062661603,75925.25,51047292,13269,2606,13
30.3,16.4,0.127143061,0.063729376,82736.5,51083792,37503,14843,26
36.8,12.6,0.13487497,0.064024887,86771.0,51097595,37503,14843,144
29.8,13.8,0.143754067,0.066437857,89433.75,51296062,27006,8345,231
37.1,12.4,0.122209383,0.062331384,71354.25,50970442,49612,15618,155
15.5,-6.4,0.13487497,0.064024887,86771.0,51097595,175741,121175,229
15.2,-0.6,0.127143061,0.063729376,82736.5,51083792,41645,18141,3
39.8,11.0,0.127143061,0.063729376,82736.5,51083792,11198,1737,559
22.3,-4.0,0.120455594,0.059930489,65780.75,50440323,75124,33971,20
36.1,19.0,0.123822999,0.062661603,75925.25,51047292,40578,17912,403
20.5,-6.1,0.127143061,0.063729376,82736.5,51083792,175741,121175,1
14.0,-3.1,0.13487497,0.064024887,86771.0,51097595,186675,127722,40
37.7,17.8,0.123822999,0.062661603,75925.25,51047292,38691,15373,89
36.4,12.3,0.120613729,0.061154306,68955.0,50728272,49612,15618,35
25.6,3.1,0.13487497,0.064024887,86771.0,51097595,154765,102050,115
31.6,1.9,0.127143061,0.063729376,82736.5,51083792,72707,9836,4
35.2,16.2,0.13487497,0.064024887,86771.0,51097595,13269,2606,300
31.6,12.2,0.143754067,0.066437857,89433.75,51296062,14459,3536,234
43.1,20.4,0.13487497,0.064024887,86771.0,51097595,49612,15618,22
32.7,5.6,0.127143061,0.063729376,82736.5,51083792,37503,14843,443
25.2,3.6,0.13487497,0.064024887,86771.0,51097595,13269,2606,4
15.6,-9.6,0.120455594,0.059930489,65780.75,50440323,154765,102050,8
25.1,-1.0,0.120613729,0.061154306,68955.0,50728272,154765,102050,7
36.9,7.0,0.143754067,0.066437857,89433.75,51296062,44337,19689,50
13.4,-7.1,0.13487497,0.064024887,86771.0,51097595,186675,127722,4
24.9,-8.7,0.13487497,0.064024887,86771.0,51097595,40033,16107,27
20.5,-15.6,0.143754067,0.066437857,89433.75,51296062,72707,9836,112
28.0,4.3,0.123822999,0.062661603,75925.25,51047292,67013,25395,5
17.6,-0.5,0.123822999,0.062661603,75925.25,51047292,27006,8345,6
21.5,-3.9,0.143754067,0.066437857,89433.75,51296062,186675,127722,5
41.1,16.2,0.123822999,0.062661603,75925.25,51047292,49612,15618,213
20.9,-7.1,0.13487497,0.064024887,86771.0,51097595,14027,2921,4
37.8,13.3,0.143754067,0.066437857,89433.75,51296062,186675,127722,358
29.6,1.8,0.123822999,0.062661603,75925.25,51047292,14459,3536,123
8.8,-17.5,0.120613729,0.061154306,68955.0,50728272,69137,26627,3
18.9,-4.2,0.127143061,0.063729376,82736.5,51083792,15456,4053,13
10.6,-15.5,0.13487497,0.064024887,86771.0,51097595,211600,140401,1
24.0,3.3,0.120613729,0.061154306,68955.0,50728272,72707,9836,190
24.6,-4.9,0.127143061,0.063729376,82736.5,51083792,199746,131708,400
11.1,-10.8,0.122209383,0.062331384,71354.25,50970442,154765,102050,20
10.1,-15.5,0.13487497,0.064024887,86771.0,51097595,27006,8345,3
26.0,4.1,0.120613729,0.061154306,68955.0,50728272,75124,33971,72
23.2,-10.6,0.122209383,0.062331384,71354.25,50970442,15456,4053,194
18.6,-8.6,0.120455594,0.059930489,65780.75,50440323,13240,1956,39
1.5,-21.4,0.13487497,0.064024887,86771.0,51097595,27006,8345,1
23.5,4.7,0.122209383,0.062331384,71354.25,50970442,67013,25395,297
26.6,-2.3,0.122209383,0.062331384,71354.25,50970442,154765,102050,114
32.0,6.4,0.122209383,0.062331384,71354.25,50970442,211600,140401,18
22.8,5.6,0.120613729,0.061154306,68955.0,50728272,38691,15373,267
29.1,11.9,0.120455594,0.059930489,65780.75,50440323,37503,14843,72
23.3,3.2,0.143754067,0.066437857,89433.75,51296062,11198,1737,6
8.8,-11.3,0.13487497,0.064024887,86771.0,51097595,79024,39158,0
19.9,-7.0,0.122209383,0.062331384,71354.25,50970442,75124,33971,1
34.3,7.7,0.122209383,0.062331384,71354.25,50970442,199746,131708,3
13.6,-13.5,0.120613729,0.061154306,68955.0,50728272,69137,26627,26
32.5,8.0,0.127143061,0.063729376,82736.5,51083792,11198,1737,0
22.2,-3.1,0.122209383,0.062331384,71354.25,50970442,49612,15618,3
40.4,19.2,0.123822999,0.062661603,75925.25,51047292,15456,4053,155
32.7,6.2,0.123822999,0.062661603,75925.25,51047292,13240,1956,0
21.3,-5.8,0.122209383,0.062331384,71354.25,50970442,49612,15618,13
38.4,20.8,0.120613729,0.061154306,68955.0,50728272,70087,31698,97
17.9,-2.3,0.123822999,0.062661603,75925.25,51047292,11198,1737,5
35.4,12.5,0.122209383,0.062331384,71354.25,50970442,44337,19689,553
10.7,-7.9,0.120613729,0.061154306,68955.0,50728272,13054,1749,11
43.1,16.0,0.127143061,0.063729376,82736.5,51083792,186675,127722,966
23.6,-0.8,0.122209383,0.062331384,71354.25,50970442,13054,1749,6
33.5,9.5,0.127143061,0.063729376,82736.5,51083792,49612,15618,9
19.4,-4.9,0.123822999,0.062661603,75925.25,51047292,41645,18141,7
31.7,6.8,0.13487497,0.064024887,86771.0,51097595,75124,33971,21
13.3,-7.0,0.123822999,0.062661603,75925.25,51047292,40033,16107,110
31.2,10.5,0.127143061,0.063729376,82736.5,51083792,13240,1956,787
13.7,-12.9,0.123822999,0.062661603,75925.25,51047292,41645,18141,12
27.2,1.4,0.120613729,0.061154306,68955.0,50728272,72707,9836,15
16.2,2.3,0.122209383,0.062331384,71354.25,50970442,68248,26140,15
22.2,3.5,0.143754067,0.066437857,89433.75,51296062,79024,39158,8
30.9,6.7,0.127143061,0.063729376,82736.5,51083792,186675,127722,427
26.0,-5.5,0.123822999,0.062661603,75925.25,51047292,79024,39158,269
23.3,-4.2,0.120613729,0.061154306,68955.0,50728272,72707,9836,17
34.5,11.3,0.127143061,0.063729376,82736.5,51083792,11198,1737,302
14.3,-12.2,0.127143061,0.063729376,82736.5,51083792,14027,2921,7
22.0,4.9,0.120613729,0.061154306,68955.0,50728272,175741,121175,8
38.2,9.9,0.120455594,0.059930489,65780.75,50440323,70087,31698,348
31.2,12.1,0.143754067,0.066437857,89433.75,51296062,72707,9836,186
34.9,8.7,0.127143061,0.063729376,82736.5,51083792,14027,2921,12
30.6,12.7,0.13487497,0.064024887,86771.0,51097595,67013,25395,167
21.1,2.4,0.120455594,0.059930489,65780.75,50440323,79024,39158,4
17.0,-0.2,0.13487497,0.064024887,86771.0,51097595,154765,102050,156
19.1,-0.7,0.120613729,0.061154306,68955.0,50728272,186675,127722,16
23.2,4.4,0.120455594,0.059930489,65780.75,50440323,224813,141325,9
26.7,-3.8,0.122209383,0.062331384,71354.25,50970442,224813,141325,395
30.2,2.0,0.13487497,0.064024887,86771.0,51097595,72707,9836,108
17.9,-2.8,0.120455594,0.059930489,65780.75,50440323,49612,15618,19
25.0,2.7,0.13487497,0.064024887,86771.0,51097595,49612,15618,277
